Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Turbiedad,Caudal,Sólidos Suspendidos Totales,Cobre total,Zinc total,Arsénico total,Cadmio total,Plomo total,Potencial rédox,Mercurio total,Hierro total,Manganeso total,Cromo Total,Magnesio total,Niquel total,Sólidos Disueltos Totales
2004-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-15,0.1552177177177177,0.235,0.5984251968503937,0.08661538461538461,0.023572854291417165,0.12953488372093022,0.014866204162537165,0.01799273093670157,0.015552099533437013,0.03333333333333333,1.0,1.0,0.0,0.009402914903620123,0.0,0.012339331619537276,0.7142857142857143,0.0,1.0,0.28070829450139795
2004-02-22,0.15634384384384384,0.245,0.5236220472440946,0.08276923076923076,0.010139720558882235,0.11558139534883721,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-29,0.15390390390390388,0.24947368421052632,0.6338582677165355,0.08107692307692307,0.0055888223552894205,0.037209302325581395,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-07,0.14358108108108109,0.26552631578947367,0.594488188976378,0.07384615384615384,0.0033532934131736527,0.03255813953488372,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-14,0.15427927927927929,0.27210526315789474,0.5275590551181103,0.08153846153846153,0.003053892215568862,0.04093023255813953,0.004955401387512388,0.004907108437282246,0.015552099533437013,0.038461538461538464,1.0,1.0,0.0,0.009402914903620123,0.0067780526654692115,0.004627249357326478,0.7142857142857143,0.3519736842105263,0.0,0.34333643988816404
2004-03-21,0.15334084084084085,0.25394736842105264,0.6220472440944883,0.07723076923076923,0.0021157684630738523,0.01581395348837209,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-28,0.15390390390390388,0.25026315789473685,0.547244094488189,0.08646153846153846,0.004870259481037924,0.026976744186046512,0.005946481665014866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-04,0.1552177177177177,0.24052631578947367,0.6929133858267718,0.07615384615384616,0.009560878243512974,0.016511627906976745,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-11,0.15202702702702703,0.2565789473684211,0.5590551181102362,0.06523076923076923,0.0005788423153692614,0.018837209302325582,0.005946481665014866,0.011449919686991909,0.015552099533437013,0.030769230769230767,1.0,1.0,0.0,0.009402914903620123,0.014403361914122075,0.010282776349614397,0.7142857142857143,0.3519736842105263,0.06,0.3336439888164026
2004-04-18,0.15484234234234234,0.2536842105263158,0.5590551181102362,0.07230769230769231,0.0030139720558882235,0.015116279069767442,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-25,0.1527777777777778,0.24657894736842106,0.5629921259842521,0.08615384615384615,0.0033532934131736527,0.022790697674418603,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-02,0.1537162162162162,0.24657894736842106,0.5826771653543308,0.09507692307692307,0.003652694610778443,0.01813953488372093,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-09,0.15146396396396397,0.24894736842105264,0.44488188976377957,0.07092307692307692,0.003193612774451098,0.011627906976744186,0.004955401387512388,0.006542811249709662,0.09331259720062207,0.028205128205128206,1.0,1.0,0.0,0.009402914903620123,0.02372318432914224,0.005655526992287918,0.7142857142857143,0.3585526315789474,0.04,0.3526561043802423
2004-05-16,0.1509009009009009,0.2542105263157895,0.5433070866141733,0.08953846153846154,0.0,0.009302325581395349,0.004955401387512388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
